millis,A0,A1,A2,B0,B1,B2,C0,C1,C2,D0,D1,D2,E0,E1,E2,F0,F1,F2
33852,-165.97424,-17.813747,1.0054952,49.577724,-3.190136,-8.413337,133.84047,5.0726438,0.8988745,-87.547806,8.181085,-1.4349277,91.93321,1.7551868,-1.9878608,13.271931,-1.2366784,-3.454433
33862,-165.98222,-17.481739,0.65807503,49.68069,-3.3274868,-8.289353,133.84029,5.075372,0.9053028,-87.527824,8.17586,-1.4290012,91.92316,1.7600431,-1.992872,13.262972,-1.2221462,-3.4594958
33892,-166.93927,-16.660654,-1.7902417,50.103302,-4.2665524,-7.883872,133.7581,5.061661,0.8318285,-87.45929,8.13717,-1.4250318,91.884415,1.7494855,-1.9935001,13.257014,-1.17908,-3.468499
33903,-167.73773,-15.627235,-4.3059945,50.335854,-4.974211,-7.850037,133.74988,5.058853,0.82509804,-87.44868,8.1471405,-1.4240798,91.855385,1.7586983,-1.9840686,13.262183,-1.2576735,-3.4565825
33912,-167.7256,-15.776691,-4.8281956,50.613087,-5.8453007,-7.749785,133.74968,5.0615864,0.8315244,-87.429016,8.142533,-1.4277241,91.86527,1.7538515,-1.9788936,13.2709465,-1.2869091,-3.446191
33924,-167.68822,-16.820574,-4.931512,50.917015,-6.690636,-7.673024,133.74318,5.061816,0.8311459,-87.40934,8.132886,-1.4265648,91.90438,1.7253412,-2.008615,13.278286,-1.273622,-3.4376876
33936,-167.62556,-17.816507,-5.254928,51.261875,-7.631503,-7.5927505,133.73476,5.061743,0.83084196,-87.39901,8.133399,-1.4255607,91.904564,1.6960149,-2.0287442,13.270168,-1.353473,-3.4187284
33944,-167.52046,-19.096813,-5.5784206,51.622322,-8.547195,-7.4894347,133.73476,5.061743,0.83084196,-87.379036,8.133208,-1.4244516,91.90473,1.6911404,-2.0339348,13.2534,-1.4952086,-3.413882
33955,-167.41144,-20.446115,-5.9167123,52.018635,-9.485209,-7.332395,133.72806,5.0647078,0.8368894,-87.358826,8.133425,-1.4230429,91.894844,1.6909795,-2.0339227,13.24591,-1.546471,-3.3986135
33966,-167.27145,-21.762432,-6.143408,52.42475,-10.363689,-7.144062,133.71982,5.061898,0.83015937,-87.347435,8.153664,-1.4215256,91.895,1.6909672,-2.0340838,13.243706,-1.5394593,-3.3975925
33976,-167.08643,-23.016365,-6.250009,52.766613,-11.078552,-6.93556,133.71124,5.06456,0.8362809,-87.32905,8.128928,-1.4259892,91.88528,1.6907941,-2.0342329,13.243325,-1.5533439,-3.3992004
33987,-166.92186,-23.911514,-6.2748623,52.982056,-11.580376,-6.738021,133.70471,5.0647902,0.83590215,-87.31765,8.149165,-1.4244672,91.8856,1.6857703,-2.0293744,13.236198,-1.5752028,-3.3945975
